"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
1670157;"Germany";"Burundi";"5";"228";"LDCs";5.07785;-0.0;"SECTOR PROGRAM WATER AND SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"sector program water and sanitation";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-01-08";"2014-12-31";"The political, institutional and legal framework conditions for the provision of water and sanitation as well as the operational capacities of the sector institutions are improved.";"2013-01-08";"";1.77574;0.0;0.0;9540289.0;27830.0;0.0;0.0;9540289.0;27830.0
1670185;"Germany";"Egypt";"5";"142";"LMICs";5.29366;-0.0;"PROGRAM WATER SUPPLY AND WASTEWATER MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Program Water Supply and Wastewater Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2011-05-20";"2015-08-31";"The services in the water and sanitation sector in selected governorates of Egypt are improving.";"2013-12-31";"";3.15402;0.0;0.0;88404640.0;1001450.0;0.0;0.0;88404640.0;1001450.0
1673325;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"PROJECT TO IMPROVE THE QUALITY OF LIFE OF THE POPULATION IN THE COUNTRYSIDE BY IMPROVING WATER SUPPLY ON BASE OF RENEWABLE ENERGIES IN BOLIVIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Project to improve the quality of life of the population in the countryside by improving water supply on base of renewable energies in Bolivia";"Water supply - large systems";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Project to improve the quality of life of the population in the countryside by improving water supply on base of renewable energies in Bolivia";"2011-03-01";"";0.0538239;0.0;0.0;10212954.0;1098580.0;0.0;0.0;10212954.0;1098580.0
1674168;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"COMMUNITY BASED ARSENIC MITIGATION THROUGH SELF-HELP GROUPS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Community Based Arsenic Mitigation Through Self-Help Groups";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Community Based Arsenic Mitigation Through Self-Help Groups";"2011-01-03";"";0.021327;1278.0;972.0000000000001;1250288729.0;3287260.0;1278.0;972.0000000000001;1250288729.0;3287260.0
1674210;"Germany";"Rwanda";"5";"266";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION, DIOCESE OF RUHENGERI";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation, Diocese of Ruhengeri";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Basic drinking water supply and basic sanitation, Diocese of Ruhengeri";"2011-01-03";"";0.137864;0.0;0.0;10293331.0;26340.0;0.0;0.0;10293331.0;26340.0
1674763;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"COMMUNITY-BASED DRINKING WATER SUPPLY THROUGH LOW COST TECHNOLOGIES, DIOCESE BUNGOMA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Community-based drinking water supply through low cost technologies, Diocese Bungoma";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Community-based drinking water supply through low cost technologies, Diocese Bungoma";"2011-06-06";"";0.0952096;0.0;0.0;43178257.0;580370.0;0.0;0.0;43178257.0;580370.0
1675296;"Germany";"Ethiopia";"5";"238";"LDCs";0.0;-0.0;"INTEGRATED WATER AND SANITATION PROJECT IN SNNPRS, AMHARA AND OROMIA REGIOAL STATES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Water and Sanitation Project in SNNPRS, Amhara and Oromia Regioal States";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Integrated Water and Sanitation Project in SNNPRS, Amhara and Oromia Regioal States";"2011-09-22";"";0.131389;0.0;0.0;90139927.0;1104300.0;0.0;0.0;90139927.0;1104300.0
1675866;"Germany";"Ethiopia";"5";"238";"LDCs";0.0;-0.0;"WASUPA-ZEWAY WATER SUPPLY, PHASE II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Wasupa-Zeway Water Supply, Phase II";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"community development with a focus on water supply and food security, Phase II";"2011-10-31";"";0.183983;0.0;0.0;90139927.0;1104300.0;0.0;0.0;90139927.0;1104300.0
1676218;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"COMMUNITY BASED SUSTAINABLE GROUNDWATER MANAGEMENT THROUGH SOCIAL REGULATION AND LOCAL GOVERNANCE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Community based sustainable groundwater management through social regulation and local governance";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Community based sustainable groundwater management through social regulation and local governance";"2011-06-30";"";0.0114252;1278.0;972.0000000000001;1250288729.0;3287260.0;1278.0;972.0000000000001;1250288729.0;3287260.0
1676668;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"IMPROVEMENT OF WATER, HYGIENE AND SANITATION CONDITIONS IN THE KITENGA, KIGANDA AND MYANZI SUB-COUNTIES IN THE MUBENDE DISTRICT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of Water, Hygiene and Sanitation conditions in the Kitenga, Kiganda and Myanzi Sub-Counties in the Mubende District";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Improvement of Water, Hygiene and Sanitation conditions in the Kitenga, Kiganda and Myanzi Sub-Counties in the Mubende District";"2012-10-29";"";0.0385599;1198.8;856.8;34559168.0;241550.0;1198.8;856.8;34559168.0;241550.0
1677493;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION AT LUBAGA / KAMPALA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation at Lubaga / Kampala";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Basic drinking water supply and basic sanitation at Lubaga / Kampala";"2012-01-05";"";0.108666;1198.8;856.8;34559168.0;241550.0;1198.8;856.8;34559168.0;241550.0
1677671;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"CONSTRUCTION OF A DRINKING WATER SUPPLY IN THE VILLAGE TINGINYA IN TUNDURU DISTRICT, TANZANIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Construction of a Drinking Water Supply in the Village Tinginya in Tunduru District, Tanzania";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2012-03-01";"2013-06-30";"Construction of a Drinking Water Supply in the Village Tinginya in Tunduru District, Tanzania";"2012-03-12";"";0.0319904;0.0;0.0;47052481.0;947300.0;0.0;0.0;47052481.0;947300.0
1678578;"Germany";"Lebanon";"5";"555";"UMICs";0.0;-0.0;"INFRASTRUCTURE FOR THE MANAGEMENT OF IRRIGATION AND DRINKING WATER OF 3 LEBANESE VILLAGES IN JBEIL AND BATROUN REGIONS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Infrastructure for the Management of Irrigation and Drinking Water of 3 Lebanese Villages in Jbeil and Batroun Regions";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Infrastructure for the Management of Irrigation and Drinking Water of 3 Lebanese Villages in Jbeil and Batroun Regions";"2012-08-06";"";0.154874;0.0;0.0;5538634.0;10450.0;0.0;0.0;5538634.0;10450.0
1678822;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"BUILDING OF 3 WATER SUPPLY NETWORKS IN THE PARTIAL PLACES NYARUBANDA, NYAYGATOKE AND NYAKABHINGO OF BISORO/ BURUNDI";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Building of 3 water supply networks in the partial places Nyarubanda, Nyaygatoke and Nyakabhingo of Bisoro/ Burundi";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2012-10-01";"2013-12-31";"Building of 3 water supply networks in the partial places Nyarubanda, Nyaygatoke and Nyakabhingo of Bisoro/ Burundi";"2012-11-30";"";0.141117;0.0;0.0;9245988.0;27830.0;0.0;0.0;9245988.0;27830.0
1679920;"Germany";"Ethiopia";"5";"238";"LDCs";0.0554552;-0.0;"IMPROVEMENT OF WATER, HYGIENE AND SANITATION CONDITIONS IN THE WUCHALE AND JIDA DISTRICTS (WOREDAS) IN NORTH SHEWA ZONE OF THE OROMIYA REGIONAL STATE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of water, hygiene and sanitation conditions in the Wuchale and Jida districts (woredas) in north Shewa zone of the Oromiya regional state";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-04-01";"2014-03-31";"Improvement of water, hygiene and sanitation conditions in the Wuchale and Jida districts (woredas) in north Shewa zone of the Oromiya regional state";"2013-03-21";"";0.0415914;0.0;0.0;95385785.0;1104300.0;0.0;0.0;95385785.0;1104300.0
1680022;"Germany";"India";"5";"645";"LMICs";0.0185862;-0.0;"SUSTAINABLE SANITATION FOR DAREWADI VILLAGE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Sustainable sanitation for Darewadi village";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-06-01";"2013-12-31";"Sustainable sanitation for Darewadi village";"2013-06-12";"";0.0185862;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1680183;"Germany";"Tanzania";"5";"282";"LDCs";0.410176;-0.0;"WATER SUPPLY FOR COMMUNITY NJIA PANDA, DISTRICT MOSHI RURAL, REGION KILIMANJARO, TANZANIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply for community Njia Panda, district Moshi Rural, region Kilimanjaro, Tanzania";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-01-07";"2014-12-01";"Water supply for community Njia Panda, district Moshi Rural, region Kilimanjaro, Tanzania";"2013-10-10";"";0.0380839;0.0;0.0;48482266.0;947300.0;0.0;0.0;48482266.0;947300.0
1681357;"Germany";"Kenya";"5";"248";"LMICs";0.0462211;-0.0;"IMPROVEMENT OF HEALTH AND INCOME BY DRILLING A BOREHOLE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of health and income by drilling a borehole";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-11-01";"2014-04-30";"Improvement of health and income by drilling a borehole";"2013-11-24";"";0.0462211;0.0;0.0;45519889.0;580370.0;0.0;0.0;45519889.0;580370.0
1681897;"Germany";"Colombia";"5";"437";"UMICs";0.224695;-0.0;"SET- UP AT A REGIONAL NETWORK TO PROVIDE FOR DRINGEN-WATER SUPPLA IN 15 PARISHES AT THE DIOCESE SOCORRO SAN GIL";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Set- up at a regional network to provide for dringen-water suppla in 15 parishes at the diocese socorro San Gil";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-09-01";"2016-12-31";"Set- up at a regional network to provide for dringen-water suppla in 15 parishes at the diocese socorro San Gil";"2013-08-21";"";0.0247545;5025.6;2991.6000000000004;46495492.0;1141748.984375;5025.6;2991.6000000000004;46495492.0;1141748.984375
1683172;"Germany";"Uganda";"5";"285";"LDCs";0.393533;-0.0;"DOMESTIC RAINWATER HARVESTING AND SANITATION FOR IMPROVED HEALTH AND PRODUCTION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Domestic rainwater harvesting and Sanitation for improved health and production";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-11-07";"2016-05-31";"Domestic rainwater harvesting and Sanitation for improved health and production";"2013-10-31";"";0.0710899;0.0;0.0;35695246.0;241550.0;0.0;0.0;35695246.0;241550.0
1688830;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"AGRICULTURE WATER PRODUCTIVITY FOR CLIMATE CHANGE ADAPTATION";"Federal Ministry of Finance";"11";"140";"Agriculture water productivity for climate change adaptation";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2012-08-30";"2018-08-31";"Agricultural Water productivity is improved to adapt to climate change.";"2012-08-30";"";1.78042;1933.2;1616.4;86422240.0;1001450.0;1933.2;1616.4;86422240.0;1001450.0
1688862;"Germany";"Burundi";"5";"228";"LDCs";7.61677;-0.0;"REDUCTION OF THE IMPACTS OF CLIMATE CHANGE ON THE AVAILABILITY OF WATER AND LAND RESOURCES";"Federal Ministry of Finance";"11";"140";"Reduction of the impacts of climate change on the availability of water and land resources";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-04-22";"2018-12-31";"Strategies for reducing the vulnerability of the rural population against the negative impacts of climate change are integrated into the political framework and instruments for implementation are available in selected, especially vulnerable regions.";"2013-04-22";"";1.72894;0.0;0.0;9540289.0;27830.0;0.0;0.0;9540289.0;27830.0
1688956;"Germany";"India";"5";"645";"LMICs";0.510063;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministries";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - KOBIBS - Coordination and development of vocational training exports to India in the field of urban water management";"2013-05-28";"";0.099178;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1688957;"Germany";"India";"5";"645";"LMICs";0.332694;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministries";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Defining and drawing up the training offers";"2013-05-28";"";0.0645465;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1688967;"Germany";"India";"5";"645";"LMICs";0.414071;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministries";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Service engineering for vocational training exports to India in the field of urban water management (SEBIBS)";"2013-05-28";"";0.0805138;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1689441;"Germany";"Egypt";"5";"142";"LMICs";0.00128434;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (IN SO FAR AS NOT INCLUDED IN OTHER AREAS)";"Federal Ministries";"11";"140";"Scientific Cooperation with Other Countries (in so far as not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2012-01-01";"2013-11-30";"GEF 10-186 - River bank filtration for an inexpensive potable water supply under arid conditions";"2013-12-31";"";0.00128434;0.0;0.0;88404640.0;1001450.0;0.0;0.0;88404640.0;1001450.0
1689455;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (IN SO FAR AS NOT INCLUDED IN OTHER AREAS)";"Federal Ministries";"11";"140";"Scientific Cooperation with Other Countries (in so far as not included in other areas)";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2012-01-01";"2013-11-30";"GEF10-186 - Bank filtration for a low-cost drinking water supply under arid conditions";"2012-02-24";"";0.0302562;1933.2;1616.4;86422240.0;1001450.0;1933.2;1616.4;86422240.0;1001450.0
1690546;"Germany";"Rwanda";"5";"266";"LDCs";0.204711;-0.0;"POA (PROGRAMME OF ACTIVITIES) SUPPORT CENTER";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"PoA (Programme of Activities) Support Center";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2012-04-01";"2015-06-30";"Save Water Access";"2013-12-31";"";0.150031;917.9999999999999;604.8;10811543.0;26340.0;917.9999999999999;604.8;10811543.0;26340.0
1690825;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"FUNDING FOR EXCHANGE OF SCIENTISTS, GRANTS";"Federal Ministries";"11";"140";"Funding for exchange of scientists, grants";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2012-08-01";"2014-07-31";"AQUATEST - Development of interdisciplinary collaboration between research groups of various expertise and nationalities for the detection of microbial contamination in water";"2012-07-18";"";0.018067;0.0;0.0;1265782790.0;3287260.0;0.0;0.0;1265782790.0;3287260.0
1690852;"Germany";"India";"5";"645";"LMICs";0.0248063;-0.0;"COST OF PILOT PROJECTS TO INCREASE EFFICIENCY IN FEDERAL ADMINISTRATION";"Federal Ministries";"11";"140";"Cost of pilot projects to increase efficiency in federal administration";"Sanitation - large systems";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-03-01";"2014-05-31";"Application of hybrid membrane-based processes to treat industrial waste water as part of the network pilot programme on water-related challenges (New INDIGO)";"2013-02-26";"";0.00621529;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1691701;"Germany";"India";"5";"645";"LMICs";1.26846;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2016-05-31";"CLIENT India - Joint projekt WaLUE - Water Losses in Urban Environment, Sub-project  A";"2013-04-24";"";0.0634731;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1691703;"Germany";"India";"5";"645";"LMICs";0.313026;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"WaLUE - Water Losses in Urban Environment, Project input KIT - Evaluation of the impacts of water losses considering sustainability criteria";"2013-04-23";"";0.0457006;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1691706;"Germany";"India";"5";"645";"LMICs";0.295516;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India - Joint projekt WaLUE - Water Losses in Urban Environment, Sub-project C";"2013-04-24";"";0.00294298;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1691708;"Germany";"India";"5";"645";"LMICs";0.186686;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"WaLUE - Water Losses in Urban Environment. Wilo Part - Pressure and energy management through pump control";"2013-04-24";"";0.00755079;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1691714;"Germany";"India";"5";"645";"LMICs";0.253867;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India - Joint projekt WaLUE - Water Losses in Urban Environment, Sub-project D";"2013-04-24";"";0.00952096;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1691717;"Germany";"India";"5";"645";"LMICs";0.0733876;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India collaborative project WaLUE - Water Losses in Urban Environment, Sub-project F";"2013-05-31";"";0.00678791;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1692767;"Germany";"Tanzania";"5";"282";"LDCs";0.0188832;-0.0;"STRENGTHENING OF THE RELATIONSHIP OF HAMBURG WITH DAR ES SALAAM";"Federal states and local governments";"11";"140";"Strengthening of the relationship of Hamburg with Dar es Salaam";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal State";"2013-01-01";"2013-12-31";"Strengthening of the relationship of Hamburg with Dar es Salaam";"2013-01-01";"";0.0188832;0.0;0.0;48482266.0;947300.0;0.0;0.0;48482266.0;947300.0
1692794;"Germany";"Rwanda";"5";"266";"LDCs";0.177682;-0.0;"OPTIMIZATION OF WATER SUPPLY USING PERFORMANCE INDICATORS";"Federal states and local governments";"11";"140";"Optimization of Water Supply Using Performance Indicators";"Water supply - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal State";"2013-01-01";"2015-12-31";"To contribute to enhanced and secured long-term supply of clean drinking water to the population of Rwanda by implementation of modern optimization strategies for public water supply based on capacity building and enhancement of technical efficiency";"2013-12-31";"";0.0824947;917.9999999999999;604.8;10811543.0;26340.0;917.9999999999999;604.8;10811543.0;26340.0
1692796;"Germany";"Tanzania";"5";"282";"LDCs";0.403689;-0.0;"WATER UTILITY PARTNERSHIP FOR SUSTAINABLE SERVICE DELIVERY IN DAR ES SALAAM";"Federal states and local governments";"11";"140";"Water Utility Partnership for sustainable service delivery in Dar es Salaam";"Sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal State";"2012-02-01";"2015-02-01";"Improved water supply and sanitation in peri-urban and urban areas in Dar es Salaam and Tanzania";"2013-12-31";"";0.126946;0.0;0.0;48482266.0;947300.0;0.0;0.0;48482266.0;947300.0
1693512;"Germany";"Tanzania";"5";"282";"LDCs";0.0195497;-0.0;"WATER TANKS FOR TANZANIA";"Federal states and local governments";"11";"140";"water tanks for Tanzania";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-01-01";"2013-12-31";"water tanks for Tanzania";"2013-08-14";"";0.0195497;0.0;0.0;48482266.0;947300.0;0.0;0.0;48482266.0;947300.0
1693668;"Germany";"Tanzania";"5";"282";"LDCs";0.0190419;-0.0;"WATER FOR KIBAKWE";"Federal states and local governments";"11";"140";"Water for Kibakwe";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-12-01";"2014-09-30";"construction of storage tanks and rehabilitation of the drinking water system";"2013-11-20";"";0.0190419;0.0;0.0;48482266.0;947300.0;0.0;0.0;48482266.0;947300.0
1694079;"Germany";"India";"5";"645";"LMICs";0.0596647;-0.0;"EXPERT INFORMATION SEMINAR FOR SPECIALISTS AND EXECUTIVE STAFF FROM INDIA  WASTE MANAGEMENT  IN BAVARIA";"Federal states and local governments";"11";"140";"Expert information seminar for specialists and executive staff from India  waste management  in Bavaria";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-05-12";"2013-05-18";"co-financing of preparation and execution of an expert seminar";"2013-04-15";"";0.0421103;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1758070;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"COST OF PILOT PROJECTS TO INCREASE EFFICIENCY IN FEDERAL ADMINISTRATION";"Federal Ministry of Education and Research";"11";"140";"Cost of pilot projects to increase efficiency in federal administration";"Sanitation - large systems";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-03-01";"2014-11-30";"Application of hybrid membrane-based processes to treat industrial waste water as part of the network pilot programme on water-related challenges (New INDIGO) - Capacity building in the field of education and research";"2013-02-26";"";0.0182499;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1758207;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - KOBIBS Coordination and development of vocational training exports to India in the field of urban water management - Knowledge Transfer";"2013-05-28";"";0.115096;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1758213;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Defining and drawing up the training offers - Knowledge Transfer";"2013-05-28";"";0.108621;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
