DonorName,RecipientName,IncomegroupName,USD_Commitment_Defl,USD_Received_Defl,ShortDescription,ChannelName,ChannelReportedName,CommitmentDate
Germany,Tanzania,LDCs,1.01076,0.0,RURAL WATER SUPPLY HAI DISTRICT IV-2,Public Sector Institutions,KfW,2007-02-23
Germany,Tanzania,LDCs,23.6897,0.0,SECTOR INVESTM. PROGR. WATER I,Public Sector Institutions,KfW,2007-12-20
Germany,Tanzania,LDCs,4.1391800000000005,0.0,RURAL WATER SUPPLY HAI DISTRICT IV-2,Public Sector Institutions,KfW,2007-02-23
Germany,Uganda,LDCs,0.549327,0.0,WATER SUPPLY A. SANITATION PROGR.KAMPALA,Public Sector Institutions,KfW,2007-06-12
Germany,Bolivia,LMICs,4.80661,0.0,PROGRAMA DE EMERGENCIA DE TRINIDAD,Public Sector Institutions,KfW,2007-12-14
Germany,Lebanon,UMICs,13.7332,0.0,WATER AND SANITATION PROGRAMME I,Public Sector Institutions,KfW,2007-06-21
Germany,Tanzania,LDCs,2.6093,0.0,WATER SUPPLY MOSHI RURAL ACC. MEASURES,Public Sector Institutions,KfW,2007-02-23
Germany,Bolivia,LMICs,0.00275762,0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.183238,0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.156642,0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.18066,0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Public sector,
Germany,Lebanon,UMICs,0.00408567,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.0877809,0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.323677,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,Egypt,LMICs,0.0584841,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Egypt,LMICs,0.290634,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Lebanon,UMICs,0.139489,0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,13.4585,0.0,COOPERATION PROGRAM FOR WATER AND SANITATION IN SMALL AND MEDIUM CITIES,Public Sector Institutions,GTZ,
Germany,Bangladesh,LDCs,0.346076,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,Uganda,LDCs,0.122004,0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.037852099999999986,0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.078534,0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Public sector,
Germany,Ethiopia,LDCs,0.439461,0.0,"WATER SUPPLY PROJECT FOR THE ADAMI,TULLO,JIDDO KOMBOLCHA WOREDA (WASAPU)",Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,Rwanda,LDCs,0.195011,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,Tanzania,LDCs,5.49327,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,GTZ,
Germany,Uganda,LDCs,4.53195,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,GTZ,
Germany,Kenya,LMICs,6.1799300000000015,0.0,WATER SECTOR DEVELOPMENT PROGRAMME,Public Sector Institutions,GTZ,
Germany,Ethiopia,LDCs,0.093461,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Lebanon,UMICs,2.74663,0.0,INSTITUTIONAL SUPPORT FOR THE WATER SECTOR,Public Sector Institutions,GTZ,
Germany,Tanzania,LDCs,0.0222746,0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.057773300000000014,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.040053,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.0369653,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.00408215,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.00339486,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0021588,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.249462,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.00191994,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Egypt,LMICs,1.03232,0.0,ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES,Public Sector Institutions,Public sector,
Germany,Lebanon,UMICs,0.0677183,0.0,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,
Germany,Egypt,LMICs,0.0021588,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.8532540000000001,0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.643745,0.0,WATER SUPPLY AND SANITATION -LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.198057,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.243403,0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Public sector,
Germany,Colombia,UMICs,0.0055647,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Colombia,UMICs,0.00834699,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Colombia,UMICs,0.0055647,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Colombia,UMICs,0.0055647,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0201726,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.00938521,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.00604674,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.00938521,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.00604674,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.00604674,0.0,RIVER DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Burundi,LDCs,0.00154083,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.113178,0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0273008,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.686656,0.0,"PARTICIPATORY WATERSHED MANAGEMENT PROHECT IN MADHYA PRADESH, INDIA",Non-Governmental Organisation (NGO) and Civil Society,NGOs and civil society,
Germany,India,LMICs,0.0561376,0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.0102075,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,Uganda,LDCs,0.0020415,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,Kenya,LMICs,0.12729100000000002,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.034024900000000004,-0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Higher education institution,
Germany,India,LMICs,0.0894163,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.224565,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,Lebanon,UMICs,1.6332,-0.0,PROTECTION OF THE JEITA SPRING,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,4.49129,-0.0,REFORM OF THE URBAN WATER AND SANITATION SECTOR IN UGANDA,Public Sector Institutions,GTZ,
Germany,Bolivia,LMICs,25.1938,-0.0,SECTOR PROGRAM WATER FOR SMALL COMMUNITIES,Public Sector Institutions,KfW,
Germany,Tanzania,LDCs,0.0317997,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,Egypt,LMICs,10.438,-0.0,WATER SUPPLY / SANITATION SERVICE QENA I,Public Sector Institutions,KfW,2008-11-11
Germany,Lebanon,UMICs,16.332,-0.0,EMERGENCY MEASURES FOR REPAIR AND MODERNIZATION OF WATER SUPPLY AND WASTE WATER SYSTEMS,Public Sector Institutions,KfW,
Germany,Egypt,LMICs,11.2963,-0.0,IMPROVED WATER AND WASTEWATER PROGRAMME,Public Sector Institutions,KfW,
Germany,Kenya,LMICs,38.0535,-0.0,REHABILITATION AND EXTENSION OF WATER SUPPLY AND SANITATION IN SECONDARY TOWNS.,Public Sector Institutions,KfW,2008-05-21
Germany,Kenya,LMICs,7.485489999999999,-0.0,WATER SECTOR DEVELOPMENT - SUPPORT TO WATER SERVICES TRUST FUND WSTF,Public Sector Institutions,KfW,
Germany,Kenya,LMICs,0.680499,-0.0,ACCOMPANYING MEASURES TO ENHANCE DEVELOPMENT OF THE WATER SERVICE PROVIDER.,Public Sector Institutions,KfW,
Germany,Egypt,LMICs,28.5305,-0.0,IMPROVED WATER AND WASTEWATER PROGRAMME,Public Sector Institutions,KfW,2008-12-14
Germany,Tanzania,LDCs,6.941089999999999,-0.0,DEVELOPMENT OF THE WATER SECTOR,Public Sector Institutions,GTZ,
Germany,Burundi,LDCs,9.52698,-0.0,"SECTOR PROGRAM WATER, SEWERAGE AND SANITATION",Public Sector Institutions,GTZ,
Germany,Sudan,LDCs,2.7219900000000004,-0.0,IMPROVEMENT OF URBAN WATER SECTOR IN SOUTHERN SUDAN,Public Sector Institutions,GTZ,
Germany,Egypt,LMICs,5.44399,-0.0,WATER RESOURCES MANAGEMENT REFORM PROGRAMME,Public Sector Institutions,GTZ,
Germany,Bangladesh,LDCs,0.360438,-0.0,"PROGRAM ON ARSENIC MITIGATION AND PROMOTION OF PUBLIC HEALTH, BANGLADESH",Donor country-based NGO,National NGOs,
Germany,Uganda,LDCs,0.0411361,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,Ethiopia,LDCs,0.0503691,-0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Donor country-based NGO,National NGOs,
Germany,Tanzania,LDCs,0.0208831,-0.0,WATER RESOURCES PROTECTION,Donor country-based NGO,National NGOs,
Germany,Tanzania,LDCs,0.016332,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,Kenya,LMICs,0.544399,-0.0,RURAL WATER AND SANITATION PROGRAMME INCLUDING WATERSHED MANAGEMENT PROJECT IN THE DIOCESE OF EMBU,Donor country-based NGO,National NGOs,
Germany,Bolivia,LMICs,0.112383,-0.0,MANAGEMENT AND IMPROVEMENT OF THE WATER-PURIFICATION INSTALLATIONS IN THE COUNTRY ACCORDING TO MODERN TECHNICAL STANDARDS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.0881914,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Kenya,LMICs,0.35930300000000004,-0.0,CONTINUATION OF CATHOLIC DIOCESE OF BUNGOMA WATER PROGRAMME / BUNGOMA,Donor country-based NGO,National NGOs,
Germany,Ethiopia,LDCs,0.060643,-0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.0451236,-0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Egypt,LMICs,0.0365771,-0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Egypt,LMICs,0.0394491,-0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,India,LMICs,0.0161035,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,India,LMICs,0.0902441,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,India,LMICs,0.0480335,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,India,LMICs,0.00448676,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,India,LMICs,0.0845303,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,India,LMICs,0.0824227,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.041899300000000014,-0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.0990094,-0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.0893474,-0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Lebanon,UMICs,0.0946723,-0.0,ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Egypt,LMICs,1.44592,-0.0,ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.109949,-0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.12748099999999998,-0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.0570022,-0.0,WATER SUPPLY & SANIT. - LARGE SYST.,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.0120054,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC / SUB SAHARA AFRICA,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.109029,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC / SUB SAHARA AFRICA,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Egypt,LMICs,0.432813,-0.0,REFORM OF THE WATER SECTOR IN THE MENA REGION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Egypt,LMICs,0.028057,-0.0,REFORM OF THE WATER SECTOR IN THE MENA REGION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.0792931,-0.0,EDUC./TRNG:WATER SUPPLY & SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Kenya,LMICs,0.380125,-0.0,"WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS IN KENYA, UGANDA, TANZANIA AND ZAMBIA",Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.4189,-0.0,"WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS IN KENYA, UGANDA, TANZANIA AND ZAMBIA",Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.325438,-0.0,"WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS IN KENYA, UGANDA, TANZANIA AND ZAMBIA",Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Kenya,LMICs,0.12729100000000002,-0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Egypt,LMICs,0.6451859999999999,-0.0,PROMOTION OF FURTHER TRAINING INSTITUTES TO SUPPORT DEVELOPMENT PROCESSES IN THE WATER SECTOR OF MENA COUNTRIES,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.133225,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.103568,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.254959,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.396596,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.6228239999999999,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.237734,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.107565,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.205018,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.0510204,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.104159,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Burundi,LDCs,0.0212696,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Uganda,LDCs,0.0764105,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Kenya,LMICs,0.12729100000000002,-0.0,WATER RESOURCES POLICY/ADMIN. MGMT,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Kenya,LMICs,0.158939,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Bolivia,LMICs,0.103875,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.101973,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.101973,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.0423496,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Federal Ministry for Economic Cooperation and Development,
Germany,Tanzania,LDCs,0.00288772,-0.0,WASTE MANAGEMENT/DISPOSAL,Public Sector Institutions,Public sector,
Germany,Rwanda,LDCs,0.032311200000000005,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,India,LMICs,0.0326639,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Donor country-based NGO,National NGOs,
Germany,Kenya,LMICs,0.204865,-0.0,WATER RESOURCES PROTECTION,International Finance Corporation,International Finance Corporation (IFC),
Germany,Sudan,LDCs,0.408299,-0.0,"WATER, HEALTH AND SANITATION PROJECT (WHYSE PROJECT) OF THE DIOCESE OF TORIT",Donor country-based NGO,National NGOs,
Germany,India,LMICs,0.581724,-0.0,WATERSHED MANAGEMENT IN MAHARASHTRA,Donor country-based NGO,National NGOs,
Germany,Sudan,LDCs,0.979918,-0.0,INTEGRATED WATER RESOURCE MANAGEMENT IN NORTHERN BAHR EL-GHAZAL (CONTINUED),Donor country-based NGO,National NGOs,
Germany,Kenya,LMICs,0.340249,-0.0,CONTINUATION OF THE WATER PROGRAMME IN THE ARCHDIOCESE OF NYERI (PHASE V),Donor country-based NGO,National NGOs,
Germany,India,LMICs,0.0816598,-0.0,WATER RESOURCES PROTECTION,Donor country-based NGO,National NGOs,
Germany,Bangladesh,LDCs,0.00379009,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.0062705,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.015024100000000004,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0541251,-0.0,"WATER SUPPLY, SANITATION AND IRRIGATION IN MPANGA DISTRICT LUSHOTO",Public Sector Institutions,Higher education institution,
Germany,Bolivia,LMICs,0.0519467,-0.0,MANAGEMENT AND IMPROVEMENT OF THE WATER-PURIFICATION INSTALLATIONS IN THE COUNTRY ACCORDING TO MODERN TECHNICAL STANDARDS.,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0750535,-0.0,MANAGEMENT AND IMPROVEMENT OF THE WATER-PURIFICATION INSTALLATIONS IN THE COUNTRY ACCORDING TO MODERN TECHNICAL STANDARDS.,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.200463,-0.0,UPGRADING OF WATER QUALITY IN ORDER TO PREVENT FLUOR DESEASES WITHIN THE DIOCESE OF NAKURU,Donor country-based NGO,National NGOs,
Germany,Sudan,LDCs,0.00789826,-0.0,THE EXPERT IS ASSIGNED FOR TRAINING AND LECTURING AT THE UNIVERSITY OF JUBA AT THE DEPARTMENT FOR WATER AND SOIL SCIENCES.,Public Sector Institutions,Public sector,
Germany,Sudan,LDCs,0.022799400000000004,-0.0,THE EXPERT IS ASSIGNED FOR TRAINING AND LECTURING AT THE UNIVERSITY OF JUBA AT THE DEPARTMENT FOR WATER AND SOIL SCIENCES.,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.00441019,-0.0,CONSTRUCTION OF TWO PROTECTED WATER SPRINGS FOR DRINKING WATER IN UGANDA,Donor country-based NGO,National NGOs,
Germany,Egypt,LMICs,17.8101,-0.0,IMPROVED WATER AND WASTEWATER PROGRAMME,Public Sector Institutions,KfW,2009-12-17
Germany,Egypt,LMICs,17.8101,-0.0,IMPROVED WATER AND WASTEWATER PROGRAMME,Public Sector Institutions,KfW,2009-12-17
Germany,Lebanon,UMICs,8.01853,-0.0,PROTECTION OF THE JEITA SOURCE,Public Sector Institutions,KfW,2009-12-29
Germany,Egypt,LMICs,0.0964362,-0.0,INSTITUTIONAL ASSISTANCE AND TECHNICAL IMPROVEMENT OF THE LOCAL WATER AND WASTE WATER SYSTEM IN THE QUENA REGION,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.0252223,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.106914,-0.0,CAPACITY BUILDING IN DRINKING WATER TECHNOLOGIES IN RURAL AREAS OF BOLIVIA,Donor country-based NGO,National NGOs,
Germany,Kenya,LMICs,0.0287316,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0449231,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0449231,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0968554,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.00172399,-0.0,BUILD-UP OF KNOW-HOW IN WATERSHED-MANAGEMENT,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0945519,-0.0,BUILD-UP OF KNOW-HOW IN WATERSHED-MANAGEMENT,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,8.01853,-0.0,WATER SECTOR DEVELOPMENT PROGRAMME,Public Sector Institutions,KfW,2009-08-11
Germany,Uganda,LDCs,0.271968,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.16128199999999998,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0306308,-0.0,"DRINKING WATER SUPPLY KILEMA, TANSANIA",Donor country-based NGO,National NGOs,
Germany,Uganda,LDCs,0.599626,-0.0,DRINKING WATER SUPPLY IN UGANDAN VILLAGES,Donor country-based NGO,National NGOs,
Germany,India,LMICs,0.00797845,-0.0,DISSEMINATION OF DECENTRALISED WATER SYSTEMS,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.0118942,-0.0,DISSEMINATION OF DECENTRALISED SOLID WASTE MANAGEMENT SYSTEMS,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.0155025,-0.0,DISSEMINATION OF DECENTRALISED WATER SYSTEMS,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.0378876,-0.0,DISSEMINATION OF DECENTRALISED WATER SYSTEMS,Public Sector Institutions,Public sector,
