"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
1092704;"Germany";"Viet Nam";"5";"769";"LMICs";0.613084;-0.0;"INTERNATIONAL COOPERATION";"Federal Ministry of Education and Research";"11";"140";"International cooperation";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2014-09-01";"2017-08-31";"Bio-economy International -DeltAdapt -Sustainable adaptation of coastal agricultural ecosystems to increasing salination - Sub-project INRES - Research to ensure food security in the Developing Country";"2014-08-07";0.0;0.0;91714595.0;331230.0
1092708;"Germany";"Viet Nam";"5";"769";"LMICs";0.040007;-0.0;"INTEGRATED WATER RESOURCE MANAGEMENT";"Federal Ministry of Education and Research";"11";"140";"Integrated Water Resource Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2010-10-01";"2013-09-30";"Collaborative project WISDOM -Development of a water information system for the sustainable development of the Mekong Delta in Vietnam (Phase II) -Water resources sub-project - Hydrology, sediment, water quality and measuring networks - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;91714595.0;331230.0
1092709;"Germany";"Viet Nam";"5";"769";"LMICs";0.0185664;-0.0;"INTEGRATED WATER RESOURCE MANAGEMENT";"Federal Ministry of Education and Research";"11";"140";"Integrated Water Resource Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Other";"Other";"2010-10-01";"2013-09-30";"Collaborative project WISDOM -Development of a water information system for the sustainable development of the Mekong Delta in Vietnam (Phase II) -Sub-project - Water quality parameters from Earth observation data, processor construction and time series - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;91714595.0;331230.0
1092710;"Germany";"Viet Nam";"5";"769";"LMICs";0.016592700000000002;-0.0;"INTEGRATED WATER RESOURCE MANAGEMENT";"Federal Ministry of Education and Research";"11";"140";"Integrated Water Resource Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Other";"Other";"2010-10-01";"2013-09-30";"Collaborative project WISDOM -Development of a water information system for the sustainable development of the Mekong Delta in Vietnam (Phase II) -Sub-project - Pilot studies on river bank erosion and river bed sedimentation - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;91714595.0;331230.0
1092715;"Germany";"Viet Nam";"5";"769";"LMICs";24.9234;-0.0;"IMPROVEMENT OF WASTE WATER DISPOSAL + SOLID WASTE MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Improvement of Waste Water Disposal + Solid Waste Management";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-07-15";"2017-07-14";"Financing of the improvement of waste water and solid waste management in provincial towns";"2014-07-15";0.0;0.0;91714595.0;331230.0
1092727;"Germany";"Viet Nam";"5";"769";"LMICs";0.224311;-0.0;"WASTEWATER PROGRAMME VIETNAM";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Wastewater Programme Vietnam";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-12-16";"2017-12-31";"Relevant actors of the Vietnamese Wastewater- Sector are qualified";"2014-12-16";0.0;0.0;91714595.0;331230.0
1095198;"Germany";"Albania";"5";"71";"UMICs";3.7385099999999998;-0.0;"SEWERAGE LAKE SHKODRA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Sewerage Lake Shkodra";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-09-26";"2017-09-25";"Rehabilitation and extension of the sewage network of the city of Shkodra and the localities of Dobraci, Shiroke and Zogaj as well as for the financing of plant equipment of UK Shkodër.";"2014-02-27";3024.0;2473.2;2889104.0;28750.0
1095200;"Germany";"Albania";"5";"71";"UMICs";0.0111356;-0.0;"WATER SECTOR REFORM";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Sector Reform";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2010-10-13";"2013-03-31";"Stakeholders and institutions in the water and wastewater sector have improved their institutional, regulatory and operational skills.";"2014-12-31";3024.0;2473.2;2889104.0;28750.0
1095675;"Germany";"Togo";"5";"283";"LDCs";0.14954;-0.0;"BASIC SANITARY INSTASTRUCTURE AND DRINKING WATER SUPPLY IN THREE RURAL PICTURES OF LOME DIOCESE/TOGO";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic sanitary instastructure and drinking water supply in three rural pictures of Lome diocese/Togo";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-05-01";"2017-04-30";"Basic sanitary instastructure and drinking water supply in three rural pictures of Lome diocese/Togo";"2014-05-08";0.0;0.0;7137997.0;56790.0
1097099;"Germany";"Tanzania";"5";"282";"LDCs";0.0247157;-0.0;"STRENGTHENING OF THE RELATIONSHIP OF HAMBURG WITH DAR ES SALAAM";"City State of Hamburg";"11";"140";"Strengthening of the relationship of Hamburg with Dar es Salaam";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"City State of Hamburg";"2014-01-01";"2014-12-31";"Strengthening of the relationship of Hamburg with Dar es Salaam, representative of Hanburg in Dar es Salaam";"2014-01-01";0.0;0.0;49959822.0;947300.0
1098954;"Germany";"Zimbabwe";"5";"265";"Other LICs";2.65898;-0.0;"MUNICIPAL WATER AND SEWAGE PROVISION IN ZIMBABWE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Municipal water and sewage provision in Zimbabwe";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2012-06-08";"2015-06-30";"Water supply, sanitation and waste management in the six cities Gweru, Kadoma, Kariba, Norton, Chinhoyi and Bulawayo are improved and stabilized.";"2014-12-31";0.0;0.0;13586681.0;390760.0
1098958;"Germany";"Zimbabwe";"5";"265";"Other LICs";6.85394;-0.0;"MUNICIPAL WATER AND SEWAGE PROVISION II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Municipal water and sewage provision II";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-10-14";"2016-12-31";"The capacities of the cities to assure water supply, sanitation and waste management are improved.";"2014-10-14";0.0;0.0;13586681.0;390760.0
1098968;"Germany";"Zimbabwe";"5";"265";"Other LICs";0.460233;-0.0;"RESILIENCE TO THE EFFECTS OF CLIMATE CHANGE THROUGH INTEGRATED WATER RESOURCES MANAGEMENT IN SOUTHERN ZIMBABWE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Resilience to the Effects of Climate Change through Integrated Water Resources Management in Southern Zimbabwe";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-11-01";"2017-12-31";"Resilience to the Effects of Climate Change through Integrated Water Resources Management in Southern Zimbabwe";"2014-11-27";0.0;0.0;13586681.0;390760.0
1099532;"Germany";"Namibia";"5";"275";"UMICs";1.89052;-0.0;"INTEGRATED WATER RESOURCE MANAGEMENT";"Federal Ministry of Education and Research";"11";"140";"Integrated Water Resource Management";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-10-01";"2015-09-30";"The CuveWaters project establishes an Integrated Water Resources Management (IWRM) in the Cuvelai-Etosha Basin in central-northern Namibia. Together with practice partners and prospective users, researchers are developing and implementing technologies for rain- and floodwater harvesting and storage, desalination and sanitation and water reuse. Transfer of a Multi-Resource Mix, Subproject 1. - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;2273430.0;824290.0
1099533;"Germany";"Namibia";"5";"275";"UMICs";0.0822123;-0.0;"INTEGRATED WATER RESOURCE MANAGEMENT";"Federal Ministry of Education and Research";"11";"140";"Integrated Water Resource Management";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-10-01";"2015-09-30";"The CuveWaters project establishes an Integrated Water Resources Management (IWRM) in the Cuvelai-Etosha Basin in central-northern Namibia. Together with practice partners and prospective users, researchers are developing and implementing technologies for rain- and floodwater harvesting and storage, desalination and sanitation and water reuse. Transfer of a Multi-Resource Mix, Subproject 3. - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;2273430.0;824290.0
1099538;"Germany";"Namibia";"5";"275";"UMICs";0.00312608;-0.0;"INTEGRATED WATER RESOURCE MANAGEMENT";"Federal Ministry of Education and Research";"11";"140";"Integrated Water Resource Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2009-07-01";"2012-12-31";"Collaborative project - CuveWaters - Integrated Water Resources Management in Central Northern Namibia (Cuvelai Basin), Phase II, Sub-project - Field test and optimization of two decentralized solar desalination plants with heat recovery based on the principle of multi-stage distillation in Namibia - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;2273430.0;824290.0
1100514;"Germany";"China (People's Republic of)";"5";"730";"UMICs";0.0530564;-0.0;"SUSTAINABLE USE OF THE RESOURCE WATER";"Federal Ministry of Education and Research";"11";"140";"Sustainable Use of the Resource Water";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-04-01";"2016-06-30";"CLIENT China collaborative project DELIGHT -Delta Information System for Geoenvironmental and Human Habitat Transition, Sub-project G - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;1364270000.0;9562911.25
1100515;"Germany";"China (People's Republic of)";"5";"730";"UMICs";0.0381328;-0.0;"SUSTAINABLE USE OF THE RESOURCE WATER";"Federal Ministry of Education and Research";"11";"140";"Sustainable Use of the Resource Water";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-04-01";"2016-05-31";"CLIENT China collaborative project DELIGHT -Delta Information System for Geoenvironmental and Human Habitat Transition, Sub-project I - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;1364270000.0;9562911.25
1100516;"Germany";"China (People's Republic of)";"5";"730";"UMICs";0.00867207;-0.0;"SUSTAINABLE USE OF THE RESOURCE WATER";"Federal Ministry of Education and Research";"11";"140";"Sustainable Use of the Resource Water";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-04-01";"2016-06-30";"CLIENT China collaborative project DELIGHT -Delta Information System for Geoenvironmental and Human Habitat Transition, Sub-project J - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;1364270000.0;9562911.25
1100517;"Germany";"China (People's Republic of)";"5";"730";"UMICs";0.187002;-0.0;"DEVELOPMENT OF SUSTAINABLE WATER TECHNOLOGIES";"Federal Ministry of Education and Research";"11";"140";"Development of Sustainable Water Technologies";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"CLIENT China collaborative project SEMICENTRAL -Resource efficient and flexible Supply and Treatment Infrastructure Systems for Fast Growing Cities of the Future - Phase 2 - Viable technologies to protect resources (water, integrated water resource management, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;1364270000.0;9562911.25
1100518;"Germany";"China (People's Republic of)";"5";"730";"UMICs";0.15248499999999998;-0.0;"DEVELOPMENT OF SUSTAINABLE WATER TECHNOLOGIES";"Federal Ministry of Education and Research";"11";"140";"Development of Sustainable Water Technologies";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT China - SEMICENTRAL collaborative project - Resource-efficient and flexible supply and disposal infrastructure systems for fast growing cities of the future - phase 2 - Viable technologies to protect resources (water, integrated water resource management, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;1364270000.0;9562911.25
1100519;"Germany";"China (People's Republic of)";"5";"730";"UMICs";0.815769;-0.0;"INTEGRATED WATER RESOURCE MANAGEMENT";"Federal Ministry of Education and Research";"11";"140";"Integrated Water Resource Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-04-01";"2016-03-31";"CLIENT China -Establishment and operation of the German Clean Water Project Office (ProSaWa) - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";0.0;0.0;1364270000.0;9562911.25
1100539;"Germany";"China (People's Republic of)";"5";"730";"UMICs";0.025565200000000003;-0.0;"STUDY TOUR  WATERMANAGEMENT  IN SCHLESWIG-HOLSTEIN FOR 17 DECISION MAKERS FROM ZHEJIANG PROVINCE IN P. R. CHINA";"Federal State of Schleswig-Holstein";"11";"140";"Study Tour  Watermanagement  in Schleswig-Holstein for 17 decision makers from Zhejiang province in P. R. China";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal State of Schleswig-Holstein";"2014-10-20";"2014-10-24";"further education on water supply, water quality, drinking-water protection, sewage management, drainage systems, geodynamic.";"2014-09-12";0.0;0.0;1364270000.0;9562911.25
1100611;"Germany";"China (People's Republic of)";"5";"730";"UMICs";23.0541;-0.0;"CHINA INVESTMENT PROGRAM - QIANJIANG SEWAGE TREATMENT AND SEWAGE COLLECTION";"Kreditanstalt für Wiederaufbau";"13";"140";"China Investment Program - Qianjiang Sewage Treatment and Sewage Collection";"Sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-06-26";"2022-06-24";"Financing of the construction of the Qianjiang Sewage Treatment Plant, a corresponding sewer network and two pumping stations, as well as consulting services";"2014-06-26";0.0;0.0;1364270000.0;9562911.25
1102421;"Germany";"Ukraine";"5";"85";"LMICs";0.0197854;-0.0;"FUNDING FOR SCIENTIST EXCHANGES, GRANTS";"Federal Ministry of Education and Research";"11";"140";"Funding for scientist exchanges, grants";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2014-07-01";"2015-06-30";"Collaborative project - Policy development for reducing the accumulation of pharmaceutical residues in the Danube (Blue Danube), Sub-project - Fraunhofer-IPA - Capacity building in the field of education and research";"2014-06-25";0.0;0.0;45272156.0;603550.0
1102422;"Germany";"Ukraine";"5";"85";"LMICs";0.0255505;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2014-07-01";"2015-06-30";"Collaborative project - Policy development for reducing the accumulation of pharmaceutical residues in the Danube (Blue Danube) - Capacity building in the field of education and research";"2014-06-25";0.0;0.0;45272156.0;603550.0
1103446;"Germany";"Moldova";"5";"93";"LMICs";0.053592499999999994;-0.0;"PROMOTION OF CLIMATE- AND ENVIRONMENT-FRIENDLY WASTE WATER TREATMENT TECHNOLOGIES IN MOLDOVA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Promotion of climate- and environment-friendly waste water treatment technologies in Moldova";"Basic sanitation";"I.4. Water Supply & Sanitation";"Other";"Other";"2014-10-15";"2015-02-28";"information about modern waste water treatment and treatment of sewage sludge";"2014-10-14";0.0;0.0;2856950.0;33850.0
1104324;"Germany";"Bolivia";"5";"428";"LMICs";5.35853;-0.0;"PROGRAMME FOR SUSTAINABLE DRINKING WATER AND SANITARY SERVICES IN SUB-URBAN AREAS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Programme for sustainable drinking water and sanitary services in sub-urban areas";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2012-10-22";"2016-06-30";"Access an Quality of drinking water supply and sanitation is improved especially in sub-urban areas.";"2014-12-31";0.0;0.0;10706517.0;1098580.0
1106466;"Germany";"Yemen";"5";"580";"LDCs";3.11543;-0.0;"ADEN-SEWERAGE PROJECT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Aden-Sewerage Project";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-06-05";"2017-06-04";"Financing of the Aden-Sewerage Project";"2014-06-05";0.0;0.0;25823485.0;527970.0
1106473;"Germany";"Yemen";"5";"580";"LDCs";13.0848;-0.0;"INSTITUTIONAL DEVELOPMENT OF THE WATER SECTOR";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Institutional Development of the Water Sector";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-02-20";"2017-02-28";"The municipal water utilities and the actors responsible for water resource management perform their task in the line with NWSSIP (National Water Sector Strategy and Investment Program)";"2014-02-20";0.0;0.0;25823485.0;527970.0
1107116;"Germany";"Iraq";"5";"543";"UMICs";1.12155;-0.0;"IMPROVED SANITATION IN NORTHERN IRAQ";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improved Sanitation in Northern Iraq";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-01-01";"2016-12-31";"Improved Sanitation in Northern Iraq";"2014-11-20";0.0;0.0;34411951.0;435051.9921875
1107121;"Germany";"Iraq";"5";"543";"UMICs";0.37385100000000004;-0.0;"IMPROVING SANITATION IN SYRIAN REFUGEE CAMPS IN IRAQ KURDISH REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improving Sanitation in Syrian refugee camps in Iraq Kurdish Region";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-07-01";"2015-03-31";"Improving public health, prevention of diseases and epidemics, and the protection of surface water and the aquifer through proper sewage disposal and treatment in the camps.";"2014-08-19";0.0;0.0;34411951.0;435051.9921875
1108389;"Germany";"Democratic Republic of the Congo";"5";"235";"LDCs";7.4770199999999996;-0.0;"AEP CENTRES SECONDAIRES I (INV.)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"AEP Centres Secondaires I (Inv.)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-12-17";"2017-12-16";"Rehabilitation project of drinking water supply systems in secondary REGIDESO centers";"2014-12-17";0.0;0.0;73767447.0;2344860.0
1108393;"Germany";"Democratic Republic of the Congo";"5";"235";"LDCs";14.331;-0.0;"AEP CENTRES SECONDAIRES III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"AEP Centres Secondaires III";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-08-18";"2017-08-17";"The project aims to improve access of the population to clean water through the rehabilitation and expansion of water infrastructure in secondary REGIDESO centers.";"2014-01-06";0.0;0.0;73767447.0;2344860.0
1108394;"Germany";"Democratic Republic of the Congo";"5";"235";"LDCs";3.11543;-0.0;"AEP CENTRES SECONDAIRES III - BM";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"AEP Centres Secondaires III - BM";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-01-06";"2017-01-05";"The project aims to improve access of the population to clean water through the rehabilitation and expansion of water infrastructure in secondary REGIDESO centers.";"2014-01-06";0.0;0.0;73767447.0;2344860.0
1108396;"Germany";"Democratic Republic of the Congo";"5";"235";"LDCs";9.96936;-0.0;"AEP CENTRES SECONDAIRES IV";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"AEP Centres Secondaires IV";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-12-12";"2017-12-11";"Rehabilitation project of drinking water supply systems in secondary REGIDESO centers";"2014-12-12";0.0;0.0;73767447.0;2344860.0
1108409;"Germany";"Democratic Republic of the Congo";"5";"235";"LDCs";0.0749484;-0.0;"IMPROVEMENT OF THE HEALTH SITUATION THROUGH THE CONSTRUCTION OF A DRINKING WATER INSTALLATION IN RWESE, NORD KIVU";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the health situation through the construction of a drinking water installation in Rwese, Nord Kivu";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-07-01";"2015-12-01";"Improvement of the health situation through the construction of a drinking water installation in Rwese, Nord Kivu";"2014-07-30";0.0;0.0;73767447.0;2344860.0
1108428;"Germany";"Democratic Republic of the Congo";"5";"235";"LDCs";0.0467314;-0.0;"IMPROVING THE HEALTH AND LIVING CONDITION OF CHILDREN, TEENAGERS AND ADULTS IN MABONDO";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improving the health and living condition of children, teenagers and adults in Mabondo";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"";"";"Improving the health and living condition of children, teenagers and adults in Mabondo";"2014-07-22";0.0;0.0;73767447.0;2344860.0
1109804;"Germany";"South Africa";"5";"218";"UMICs";0.014953999999999999;-0.0;"CONCEPT DEVELOPMENT OF POTENTIAL COOPERATION ON WASTE ISSUES";"Federal State of Lower-Saxony";"11";"140";"Concept development of potential cooperation on waste issues";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal State of Lower-Saxony";"2014-11-24";"2014-11-28";"Concept development of potential cooperation on waste issues";"2014-05-27";0.0;0.0;54545991.0;1219090.0
1109810;"Germany";"South Africa";"5";"218";"UMICs";1.20268;-0.0;"LAND USE AND ECOSYSTEMS";"Federal Ministry of Education and Research";"11";"140";"Land use and ecosystems";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2014-08-01";"2017-07-31";"SPACES collaborative project Ars Africae - Adaptive Resilience of South African Ecosystems - Sub-project 1 -Coordination, data analysis - Research to preserve and improve living conditions and sustainable land use in Developing Countries, i.a. due to climate change";"2014-07-29";0.0;0.0;54545991.0;1219090.0
1109821;"Germany";"South Africa";"5";"218";"UMICs";0.05670069999999999;-0.0;"DEMONSTRATION OF DECENTRALISED SANITATION IN SCHOOLS AND POOR RESIDENTIALS IN DURBAN AND IN OTHER SOUTH-AFRICAN CITIES";"City State of Bremen";"11";"140";"Demonstration of decentralised sanitation in schools and poor residentials in Durban and in other South-African cities";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-05-15";"2014-12-31";"Improvement of basic sanitary care";"2014-05-21";0.0;0.0;54545991.0;1219090.0
1111195;"Germany";"Ghana";"5";"241";"LMICs";0.224809;-0.0;"RESOURCE RECOVERY - MADE IN NORTH RHINE-WESTPHALIA";"Federal State of North Rhine-Westphalia";"11";"140";"Resource Recovery - Made in North Rhine-Westphalia";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-01-01";"2014-12-31";"Waste Management for Officials from Ghana and Kenia";"2014-01-01";0.0;0.0;27224472.0;238540.0
1111197;"Germany";"Ghana";"5";"241";"LMICs";0.00295591;-0.0;"CONSTRUCTION OF A WELL AND HOSPITATION OF A DELEGATION FROM OFFINSO IN MÖNCHENGLADBACH";"Federal State of North Rhine-Westphalia";"11";"140";"Construction of a well and Hospitation of a delegation from Offinso in Mönchengladbach";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-02-18";"2014-12-31";"Existence precaution - Care the citizens and female citizens in Koforidua with drinking water. Mediation of knowledge - Hospitation to the advancement of project ideas and insight into municipal management. Strengthening of the school partnerships - Mediation of knowledge through Offinso in the lessons.";"2014-12-31";0.0;0.0;27224472.0;238540.0
1111209;"Germany";"Ghana";"5";"241";"LMICs";0.0200122;-0.0;"IMPROVE THE SANITARY SITUATION, GHANA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improve the sanitary situation, Ghana";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-07-01";"2014-12-31";"Improve the sanitary situation, Ghana";"2014-07-23";0.0;0.0;27224472.0;238540.0
1115164;"Germany";"Indonesia";"5";"738";"LMICs";0.152942;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2008-06-01";"2014-11-30";"Collaborative project Integrated Water Resource Management Gunung Kidul, Java, Indonesia - Sub-project 1 -Coordination of the collaborative project and sustainable water and energy management in tropical karst regions - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";2037.6000000000001;1472.3999999999999;255129004.0;1910930.9375
1115165;"Germany";"Indonesia";"5";"738";"LMICs";0.0337664;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2007-06-01";"2014-10-31";"Collaborative project Integrated Water Resource Management Gunung Kidul, Java, Indonesia - Sub-project 2 -Geodesy - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";2037.6000000000001;1472.3999999999999;255129004.0;1910930.9375
1115166;"Germany";"Indonesia";"5";"738";"LMICs";0.0372275;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2008-06-01";"2014-11-30";"Collaborative project Integrated Water Resource Management Gunung Kidul, Java, Indonesia - Sub-project 6 -Design and manufacture of a wooden pressure pipeline for water and energy management in the Gua Seropan cave - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2014-12-31";2037.6000000000001;1472.3999999999999;255129004.0;1910930.9375
