"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
944842;"Germany";"India";"5";"645";"LMICs";0.510063;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministries";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - KOBIBS - Coordination and development of vocational training exports to India in the field of urban water management";"2013-05-28";0.0;0.0;1280846129.0;3287260.0
944843;"Germany";"India";"5";"645";"LMICs";0.332694;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministries";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Defining and drawing up the training offers";"2013-05-28";0.0;0.0;1280846129.0;3287260.0
944844;"Germany";"India";"5";"645";"LMICs";0.414071;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministries";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Service engineering for vocational training exports to India in the field of urban water management (SEBIBS)";"2013-05-28";0.0;0.0;1280846129.0;3287260.0
944859;"Germany";"India";"5";"645";"LMICs";0.0248063;-0.0;"COST OF PILOT PROJECTS TO INCREASE EFFICIENCY IN FEDERAL ADMINISTRATION";"Federal Ministries";"11";"140";"Cost of pilot projects to increase efficiency in federal administration";"Sanitation - large systems";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-03-01";"2014-05-31";"Application of hybrid membrane-based processes to treat industrial waste water as part of the network pilot programme on water-related challenges (New INDIGO)";"2013-02-26";0.0;0.0;1280846129.0;3287260.0
944865;"Germany";"India";"5";"645";"LMICs";1.2684600000000001;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2016-05-31";"CLIENT India - Joint projekt WaLUE - Water Losses in Urban Environment, Sub-project  A";"2013-04-24";0.0;0.0;1280846129.0;3287260.0
944866;"Germany";"India";"5";"645";"LMICs";0.313026;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"WaLUE - Water Losses in Urban Environment, Project input KIT - Evaluation of the impacts of water losses considering sustainability criteria";"2013-04-23";0.0;0.0;1280846129.0;3287260.0
944867;"Germany";"India";"5";"645";"LMICs";0.295516;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India - Joint projekt WaLUE - Water Losses in Urban Environment, Sub-project C";"2013-04-24";0.0;0.0;1280846129.0;3287260.0
944868;"Germany";"India";"5";"645";"LMICs";0.186686;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"WaLUE - Water Losses in Urban Environment. Wilo Part - Pressure and energy management through pump control";"2013-04-24";0.0;0.0;1280846129.0;3287260.0
944869;"Germany";"India";"5";"645";"LMICs";0.253867;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India - Joint projekt WaLUE - Water Losses in Urban Environment, Sub-project D";"2013-04-24";0.0;0.0;1280846129.0;3287260.0
944870;"Germany";"India";"5";"645";"LMICs";0.07338760000000001;-0.0;"WATER SUPPLY";"Federal Ministries";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India collaborative project WaLUE - Water Losses in Urban Environment, Sub-project F";"2013-05-31";0.0;0.0;1280846129.0;3287260.0
944931;"Germany";"India";"5";"645";"LMICs";0.059664699999999994;-0.0;"EXPERT INFORMATION SEMINAR FOR SPECIALISTS AND EXECUTIVE STAFF FROM INDIA  WASTE MANAGEMENT  IN BAVARIA";"Federal states and local governments";"11";"140";"Expert information seminar for specialists and executive staff from India  waste management  in Bavaria";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-05-12";"2013-05-18";"co-financing of preparation and execution of an expert seminar";"2013-04-15";0.0;0.0;1280846129.0;3287260.0
946895;"Germany";"Colombia";"5";"437";"UMICs";0.22469499999999998;-0.0;"SET- UP AT A REGIONAL NETWORK TO PROVIDE FOR DRINGEN-WATER SUPPLA IN 15 PARISHES AT THE DIOCESE SOCORRO SAN GIL";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Set- up at a regional network to provide for dringen-water suppla in 15 parishes at the diocese socorro San Gil";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-09-01";"2016-12-31";"Set- up at a regional network to provide for dringen-water suppla in 15 parishes at the diocese socorro San Gil";"2013-08-21";5025.6;2991.6000000000004;46497267.0;1141748.984375
966421;"Germany";"Bolivia";"5";"428";"LMICs";19.0419;-0.0;"IMPROVEMENT OF PERI-URBAN BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Improvement of Peri-urban Basic Sanitation";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2013-09-05";"2016-09-04";"Programa Periurbano";"2013-09-05";5130.0;3585.6000000000004;10542376.0;1098580.0
974074;"Germany";"Kenya";"5";"248";"LMICs";0.0462211;-0.0;"IMPROVEMENT OF HEALTH AND INCOME BY DRILLING A BOREHOLE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of health and income by drilling a borehole";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-11-01";"2014-04-30";"Improvement of health and income by drilling a borehole";"2013-11-24";0.0;0.0;45519889.0;580370.0
974131;"Germany";"Kenya";"5";"248";"LMICs";0.00634731;-0.0;"BUILDING A DRINKING WATER SUPPLY (WELL) FOR THE ORPHAN HOUSE LITTLE PRINZ IN SHINYALU";"Federal states and local governments";"11";"140";"Building a drinking water supply (well) for the Orphan House Little Prinz in Shinyalu";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-01-01";"2013-12-31";"Building a drinking water supply (well) for the Orphan House Little Prinz in Shinyalu";"2013-01-01";0.0;0.0;45519889.0;580370.0
975608;"Germany";"Rwanda";"5";"266";"LDCs";0.437964;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION WITH HYGIENIC PROMOTION AT RUHENGERI DIOCESE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation with hygienic promotion at Ruhengeri diocese";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2013-12-19";"2015-12-31";"Basic drinking water supply and basic sanitation with hygienic promotion at Ruhengeri diocese";"2013-12-18";917.9999999999999;604.8;10811543.0;26340.0
975626;"Germany";"Rwanda";"5";"266";"LDCs";0.20471099999999998;-0.0;"POA (PROGRAMME OF ACTIVITIES) SUPPORT CENTER";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"PoA (Programme of Activities) Support Center";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2012-04-01";"2015-06-30";"Save Water Access";"2013-12-31";917.9999999999999;604.8;10811543.0;26340.0
975643;"Germany";"Rwanda";"5";"266";"LDCs";0.177682;-0.0;"OPTIMIZATION OF WATER SUPPLY USING PERFORMANCE INDICATORS";"Federal states and local governments";"11";"140";"Optimization of Water Supply Using Performance Indicators";"Water supply - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Federal State";"2013-01-01";"2015-12-31";"To contribute to enhanced and secured long-term supply of clean drinking water to the population of Rwanda by implementation of modern optimization strategies for public water supply based on capacity building and enhancement of technical efficiency";"2013-12-31";917.9999999999999;604.8;10811543.0;26340.0
991058;"Germany";"Egypt";"5";"142";"LMICs";1.38558;-0.0;"SEWAGE DISPOSAL KAFR EL SHEIKH (ACCOMPANYING MEASURE)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Sewage Disposal Kafr El Sheikh (Accompanying Measure)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2013-09-10";"2016-09-09";"Consulting services for building up operation and maintenance organisation for sewerage plants of Kafr el Sheik Water and Sewerage Company";"2013-07-29";0.0;0.0;88404640.0;1001450.0
991064;"Germany";"Egypt";"5";"142";"LMICs";3.80839;-0.0;"NATIONAL SOLID WASTE MANAGEMENT PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"National solid waste management programme";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2007-01-26";"2016-12-31";"Relevant governmental and non-governmental actors at national, Governorate and local level are enabled to establish and operate a demand-oriented and cost covering solid waste management system in a sustainable manner.";"2013-12-31";0.0;0.0;88404640.0;1001450.0
991066;"Germany";"Egypt";"5";"142";"LMICs";1.26946;-0.0;"WATER MANAGEMENT REFORM PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Management Reform Programme";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2011-11-03";"2015-06-30";"The capacities of the Ministries of Water Resources and Irrigation (MWRI) and Agriculture (MALLR) and water users to implement an integrated water management are improved at the different levels (national, regional, local).";"2013-12-31";0.0;0.0;88404640.0;1001450.0
991069;"Germany";"Egypt";"5";"142";"LMICs";5.29366;-0.0;"PROGRAM WATER SUPPLY AND WASTEWATER MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Program Water Supply and Wastewater Management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2011-05-20";"2015-08-31";"The services in the water and sanitation sector in selected governorates of Egypt are improving.";"2013-12-31";0.0;0.0;88404640.0;1001450.0
991154;"Germany";"Egypt";"5";"142";"LMICs";0.00128434;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (IN SO FAR AS NOT INCLUDED IN OTHER AREAS)";"Federal Ministries";"11";"140";"Scientific Cooperation with Other Countries (in so far as not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2012-01-01";"2013-11-30";"GEF 10-186 - River bank filtration for an inexpensive potable water supply under arid conditions";"2013-12-31";0.0;0.0;88404640.0;1001450.0
1021276;"Germany";"Burundi";"5";"228";"LDCs";21.5809;-0.0;"WATER AND SANITATION SECTORAL PROGRAMME, PHASE III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sanitation Sectoral Programme, Phase III";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2013-01-22";"2016-01-22";"The project aims at securing a quantitative, qualitative and economically reasonable and reliable drinking water provision as well as an adequate sanitation supply.";"2013-01-22";0.0;0.0;9540289.0;27830.0
1021278;"Germany";"Burundi";"5";"228";"LDCs";19.0419;-0.0;"WATER AND SANITATION SECTORAL PROGRAMME, PHASE IV";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sanitation Sectoral Programme, Phase IV";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2013-12-13";"2016-12-12";"Verbesserung der städtischen Wasser- und Sanitärversorgung";"2013-12-13";0.0;0.0;9540289.0;27830.0
1021281;"Germany";"Burundi";"5";"228";"LDCs";5.07785;-0.0;"SECTOR PROGRAM WATER AND SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"sector program water and sanitation";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-01-08";"2014-12-31";"The political, institutional and legal framework conditions for the provision of water and sanitation as well as the operational capacities of the sector institutions are improved.";"2013-01-08";0.0;0.0;9540289.0;27830.0
1021289;"Germany";"Burundi";"5";"228";"LDCs";7.61677;-0.0;"REDUCTION OF THE IMPACTS OF CLIMATE CHANGE ON THE AVAILABILITY OF WATER AND LAND RESOURCES";"Federal Ministry of Finance";"11";"140";"Reduction of the impacts of climate change on the availability of water and land resources";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-04-22";"2018-12-31";"Strategies for reducing the vulnerability of the rural population against the negative impacts of climate change are integrated into the political framework and instruments for implementation are available in selected, especially vulnerable regions.";"2013-04-22";0.0;0.0;9540289.0;27830.0
1051909;"Germany";"Colombia";"5";"437";"UMICs";0.317773;-0.0;"GREEN FILTERS - INNOVATIVE & COST-EFFICIENT SYSTEMS FOR WATER PURIFICATION BENEFITTING PEOPLE AND THE ENVIRONMENT IN COLOMBIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"GREEN FILTERS - Innovative & cost-efficient systems for water purification benefitting people and the environment in Colombia";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-09-01";"2016-04-30";"GREEN FILTERS - Innovative & cost-efficient systems for water purification benefitting people and the environment in Colombia";"2014-10-16";0.0;0.0;46969209.0;1141748.984375
1053612;"Germany";"Egypt";"5";"142";"LMICs";2.49234;-0.0;"IMPROVED WATER AND WASTEWATER SERVICES PROGRAMME II (IWSP II)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improved Water and Wastewater Services Programme II (IWSP II)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-04-30";"2017-04-29";"Financing of the Improved Water and Wastewater Services Programme II (IWSP II)";"2014-04-30";0.0;0.0;90424654.0;1001450.0
1053616;"Germany";"Egypt";"5";"142";"LMICs";67.4801;-0.0;"IMPROVED WATER AND WASTEWATER SERVICES PROGRAMME II (IWSP II)";"Kreditanstalt für Wiederaufbau";"13";"140";"Improved Water and Wastewater Services Programme II (IWSP II)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-04-30";"2017-04-29";"Financing of the Improved Water and Wastewater Services Programme II (IWSP II)";"2014-04-30";0.0;0.0;90424654.0;1001450.0
1061480;"Germany";"Kenya";"5";"248";"LMICs";31.1543;-0.0;"NAIROBI WATER DISTRIBUTION PROGRAMME";"Kreditanstalt für Wiederaufbau";"13";"140";"Nairobi Water Distribution Programme";"Water supply - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-06-26";"2022-06-24";"The aim is to improve the water supply in Nairobi, the capital of Kenya";"2014-06-26";0.0;0.0;46699981.0;580370.0
1061486;"Germany";"Kenya";"5";"248";"LMICs";7.78856;-0.0;"DEVELOPMENT OF THE WATER AND SANITATION SECTOR IN KENYA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Development of the Water and Sanitation Sector in Kenya";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-01-01";"2016-12-31";"Sustainable access of the urban poor to safe drinking water and basic sanitation is increased and the water resource management improved.";"2014-01-01";0.0;0.0;46699981.0;580370.0
1061494;"Germany";"Kenya";"5";"248";"LMICs";0.17266199999999998;-0.0;"IMPROVMENT OF HEALTH SITUATION BY DRILLING A BOREHOLE AND PROGRESS IN EDUCATION BY BUILDING CLASSROOMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvment of Health situation by drilling a borehole and progress in education by building classrooms";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-07-01";"2015-06-30";"Improvment of Health situation by drilling a borehole and progress in education by building classrooms";"2014-07-25";0.0;0.0;46699981.0;580370.0
1061506;"Germany";"Kenya";"5";"248";"LMICs";0.8399190000000001;-0.0;"SUPPLY OF DRINKING WATER AND PEACE BUILDING COMMUNITY DEVELOPMENT IN THE CATHOLIC DIOCESE OF MARSABIT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Supply of drinking water and peace building community development in the Catholic Diocese of Marsabit";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-01-01";"2017-12-31";"Supply of drinking water and peace building community development in the Catholic Diocese of Marsabit";"2014-12-09";0.0;0.0;46699981.0;580370.0
1061507;"Germany";"Kenya";"5";"248";"LMICs";0.39877399999999996;-0.0;"SAFE AND RELIABLE WATER SUPPLY IN MERU DRYLANDS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Safe and Reliable Water Supply in Meru Drylands";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-05-01";"2018-04-30";"Safe and Reliable Water Supply in Meru Drylands";"2014-12-09";0.0;0.0;46699981.0;580370.0
1068998;"Germany";"Ethiopia";"5";"238";"LDCs";0.024923400000000002;-0.0;"SOLAR WATER PUMP FOR THE SOLAR VILLAGE ARSO AMBA";"Federal State of Baden-Württemberg";"11";"140";"Solar water pump for the solar village Arso Amba";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-11-15";"2015-07-15";"Sustainable water supply for a village community";"2014-10-24";0.0;0.0;98094253.0;1104300.0
1069011;"Germany";"Ethiopia";"5";"238";"LDCs";0.09899329999999999;-0.0;"MOYALE INTEGRATED COMMUNITY REHABILITATION WATER PROJECT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Moyale Integrated Community Rehabilitation Water Project";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-07-01";"2016-12-01";"Moyale Integrated Community Rehabilitation Water Project";"2014-07-30";0.0;0.0;98094253.0;1104300.0
1069012;"Germany";"Ethiopia";"5";"238";"LDCs";0.0461706;-0.0;"SECURING THE WATER SUPPLY IN BONOSHA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Securing the water supply in Bonosha";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-08-01";"2014-12-31";"Securing the water supply in Bonosha";"2014-08-06";0.0;0.0;98094253.0;1104300.0
1069014;"Germany";"Ethiopia";"5";"238";"LDCs";0.913443;-0.0;"IMPROVED ACCESS TO WATER SUPPLY AND SANITARY INSTALLATIONS IN GURADHAMOLE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improved access to water supply and sanitary installations in Guradhamole";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-01-01";"2017-12-31";"Improved access to water supply and sanitary installations in Guradhamole";"2014-11-19";0.0;0.0;98094253.0;1104300.0
1069029;"Germany";"Ethiopia";"5";"238";"LDCs";0.5005689999999999;-0.0;"ACCESS TO POTABLE WATER IN QETANE AND GEDEB COMMUNITY IN GURAGE ZONE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Access to potable water in Qetane and Gedeb Community in Gurage Zone";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-07-01";"2016-06-30";"Access to potable water in Qetane and Gedeb Community in Gurage Zone";"2014-09-23";0.0;0.0;98094253.0;1104300.0
1071479;"Germany";"India";"5";"645";"LMICs";0.0623085;-0.0;"EXPERT INFORMATION SEMINAR FOR SPECIALISTS AND EXECUTIVE STAFF FROM INDIA   SEWAGE WATER AND WASTE MANAGEMENT  IN BAVARIA";"Federal State of Bavaria";"11";"140";"Expert information seminar for specialists and executive staff from India   sewage water and waste management  in Bavaria";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-07-20";"2014-07-27";"co-financing of preparation and execution of an expert seminar";"2014-05-16";0.0;0.0;1295604184.0;3287259.0625
1071480;"Germany";"India";"5";"645";"LMICs";0.049846800000000004;-0.0;"FOLLOW-UP-SEMINAR  SEWAGE WATER AND WASTE MANAGEMENT  FOR SPECIALISTS AND EXECUTIVE STAFF FROM INDIA IN KARNATAKA";"Federal State of Bavaria";"11";"140";"Follow-up-seminar  sewage water and waste management  for specialists and executive staff from India in Karnataka";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2015-01-24";"2015-01-30";"co-financing of preparation and execution of an expert seminar";"2014-12-10";0.0;0.0;1295604184.0;3287259.0625
1071500;"Germany";"India";"5";"645";"LMICs";4.98468;-0.0;"SUPPORT TO THE NATIONAL URBAN SANITATION POLICY II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Support to the National Urban Sanitation Policy II";"Basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-03-06";"2017-03-31";"Indian States and their cities take effective measures against the discharge of wastewater in surface water and in groundwater";"2014-03-06";0.0;0.0;1295604184.0;3287259.0625
1071600;"Germany";"India";"5";"645";"LMICs";0.996936;-0.0;"NEXUS  FOOD PRODUCTION AND URBAN SANITATION  IN POOR PERI-URBAN AREAS IN INDIA - SEWOH";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Nexus  Food Production and urban Sanitation  in poor peri-urban areas in India - SEWOH";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-01-01";"2017-12-31";"Nexus  Food Production and urban Sanitation  in poor peri-urban areas in India - SEWOH";"2014-10-29";0.0;0.0;1295604184.0;3287259.0625
1077125;"Germany";"Bangladesh";"5";"666";"LDCs";0.23160100000000003;-0.0;"IMPROVEMENT OF HEALTH CONDITION OF ETHNIC MINOTIRITES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of health condition of ethnic minotirites";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-11-01";"2014-12-31";"Improvement of health condition of ethnic minotirites";"2014-11-28";0.0;0.0;154520167.0;147630.0
1079988;"Germany";"Lebanon";"5";"555";"UMICs";8.723189999999999;-0.0;"PROTECTION OF THE JEITA SOURCE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Protection of the Jeita source";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-11-27";"2017-11-26";"The aim of the FC program is to ensure the quality of the groundwater from the Jeita spring, so that the population is ensured with safe drinking water.";"2014-11-27";0.0;0.0;6262410.0;10450.0
1085928;"Germany";"Uganda";"5";"285";"LDCs";0.00508811;-0.0;"BRIQUETTE PRODUCTION FROM WASTE FOR ENERGY- AND INCOME SAVING";"Federal State of Baden-Württemberg";"11";"140";"Briquette production from waste for energy- and income saving";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-11-15";"2015-11-15";"Briquette production from waste for energy- and income saving";"2014-12-31";0.0;0.0;36912148.0;241550.0
1085934;"Germany";"Uganda";"5";"285";"LDCs";12.4617;-0.0;"PRO-POOR WATER AND SANITATION IN KAMPALA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Pro-Poor Water and Sanitation in Kampala";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-12-10";"2017-12-09";"Pro-Poor Water and Sanitation in Kampala";"2014-12-10";0.0;0.0;36912148.0;241550.0
1085935;"Germany";"Uganda";"5";"285";"LDCs";12.4617;-0.0;"SUPPORT TO THE WATER AND SANITATION DEVELOPMENT FACILITIES (WSDF)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Support to the Water and Sanitation Development Facilities (WSDF)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-12-10";"2017-12-09";"Support to the Water and Sanitation Development Facilities (WSDF) in North and East Uganda Phase II";"2014-12-10";0.0;0.0;36912148.0;241550.0
1085938;"Germany";"Uganda";"5";"285";"LDCs";11.5894;-0.0;"REFORM OF THE URBAN WATER AND SANITATION SECTOR";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the urban water and sanitation sector";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2014-05-08";"2017-05-31";"The requirements for a poverty-oriented, sustainable and efficient urban water sanitation are improved.";"2014-05-08";0.0;0.0;36912148.0;241550.0
1085947;"Germany";"Uganda";"5";"285";"LDCs";0.0418439;-0.0;"IMPROVEMENT OF WATER, HYGIENE AND SANITATION CONDITIONS IN THE MUKONO DISTRIKCT, UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of Water, Hygiene and Sanitation conditions in the Mukono Distrikct, Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-07-01";"2015-06-30";"Improvement of Water, Hygiene and Sanitation conditions in the Mukono Distrikct, Uganda";"2014-07-22";0.0;0.0;36912148.0;241550.0
