"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
1122987;"Germany";"Egypt";"5";"142";"LMICs";0.168539;-0.0;"STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Strategic Human Resources Development and Regional Dialogue in the Water Sector of the MENA Region";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Weiterbildungsberatung in Wassernetzwerken der MENA-Region";"";"";0.168539;"";"";"";""
1123077;"Germany";"Sudan";"5";"278";"LDCs";0.100941;-0.0;"IMPROVEMENT OF DRINKING WATER QUALITY IN RIER, SUDAN";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of drinking water quality in Rier, Sudan";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Sicherstellung der Trinkwasserversorgung in Rier, Sudan";"";"";0.00133642;"";"";"";""
1123200;"Germany";"Uganda";"5";"285";"LDCs";0.118594;-0.0;"IDENTIFICATION OF SPECIFIC REQUIREMENTS REGARDING WATER RESOURCE MANAGEMENT OF CITIES ALONG WITH WATER SUPPLY AND WASTE WATER COMPANIES.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Identification of specific requirements regarding water resource management of cities along with water supply and waste water companies.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Identifizierung städtespezifischer Anforderungen im Bereich Wasserressourcenmanagement öffentlicher Wasserversorgungsbetriebe.";"";"";0.118594;"";"";"";""
1123245;"Germany";"Uganda";"5";"285";"LDCs";0.134498;-0.0;"IMPLEMENTATION OF A NEW GIS BASED SYSTEM FOR GATHERING AND COVERING RELEVANT SYSTEMIC DATA FOR THE WATER SUPPLY AUTHORITY.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Implementation of a new GIS based system for gathering and covering relevant systemic data for the water supply authority.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Implementierung eines GIS-Systems zur Erfassung relevanter systemischer Daten der Wasserversorgungsbehörde.";"";"";0.134498;"";"";"";""
1123247;"Germany";"Uganda";"5";"285";"LDCs";0.127174;-0.0;"IMPLEMENTATION OF ADEQUATE SYSTEMS FOR WATER REGULATION OF SMALL AND MEDIUM-SIZED TOWNS ALONG WITH ANALYSIS OF PERFORMANCE DATA OF WATER AUTHORITIES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Implementation of adequate systems for water regulation of small and medium-sized towns along with analysis of performance data of water authorities";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Einführung geeigneter Systeme zur Regulierung von Kleinstädten und mittelgroßen Städten sowie Analyse und Auswertung der Performancedaten der Wasserbehörden.";"";"";0.127174;"";"";"";""
1123354;"Germany";"Sudan";"5";"278";"LDCs";0.00286128;-0.0;"ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Enhancing capacity of regional institutions for integrated water resources management in shared water courses in SADC/Sub Sahara Africa";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement in grenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika";"";"";0.00286128;"";"";"";""
1123412;"Germany";"Rwanda";"5";"266";"LDCs";0.00143265;-0.0;"ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Enhancing capacity of regional institutions for integrated water resources management in shared water courses in SADC/Sub Sahara Africa";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement in grenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika";"";"";0.00143265;"";"";"";""
1123674;"Germany";"Ethiopia";"5";"238";"LDCs";0.00781941;-0.0;"ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Enhancing capacity of regional institutions for integrated water resources management in shared water courses in SADC/Sub Sahara Africa";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement in grenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika";"";"";0.00781941;"";"";"";""
1123675;"Germany";"Burundi";"5";"228";"LDCs";0.00845153;-0.0;"ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Enhancing capacity of regional institutions for integrated water resources management in shared water courses in SADC/Sub Sahara Africa";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement in grenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika";"";"";0.00845153;"";"";"";""
1123676;"Germany";"Uganda";"5";"285";"LDCs";0.0119276;-0.0;"ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Enhancing capacity of regional institutions for integrated water resources management in shared water courses in SADC/Sub Sahara Africa";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement in grenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika";"";"";0.0119276;"";"";"";""
1123677;"Germany";"Kenya";"5";"248";"LMICs";0.0140805;-0.0;"ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Enhancing capacity of regional institutions for integrated water resources management in shared water courses in SADC/Sub Sahara Africa";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement in grenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika";"";"";0.0140805;"";"";"";""
1124292;"Germany";"Tanzania";"5";"282";"LDCs";0.0182823;-0.0;"CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Consultancy with regard to financial management of of Zanzibar Municipal Council's waste and water section.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Beratung Finanzmanagement der Abteilung Abfall- und Abwasserentsorgung der Stadtverwaltung Sansibar.";"";"";0.0182823;"";"";"";""
1124304;"Germany";"Tanzania";"5";"282";"LDCs";0.131277;-0.0;"CONSULTANCY WITH REGARD TO OPERATION AND MAINTENANCE OF ZANZIBAR MUNICIPAL COUNCIL'S WATER AND WASTE SECTION.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Consultancy with regard to operation and maintenance of Zanzibar Municipal Council's water and waste section.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Beratung des Bereichs Betrieb und Versorgung der Abteilung Abwasser und Abfall des Zanzibar Municipal Council (ZMC).";"";"";0.131277;"";"";"";""
1124305;"Germany";"Tanzania";"5";"282";"LDCs";0.0830186;-0.0;"CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Consultancy with regard to financial management of of Zanzibar Municipal Council's waste and water section.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Beratung Finanzmanagement der Abteilung Abfall- und Abwasserentsorgung der Stadtverwaltung Sansibar.";"";"";0.0830186;"";"";"";""
1124360;"Germany";"Tanzania";"5";"282";"LDCs";0.935496;-0.0;"PHASE V OF THE DIOCESAN WATER PROGRAMME / MBULU REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Phase V of the Diocesan Water Programme / Mbulu Region";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Verbesserung des Zugangs zu Trink- und Nutzwasser in ländlichen Regionen von Mbulu (Phase V)";"";"";0.0;"";"";"";""
1124497;"Germany";"Egypt";"5";"142";"LMICs";0.0831789;-0.0;"ASSISSTING IN ORGANIZATIONAL DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Assissting in organizational development";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Unterstützung bei der Organisationsentwicklung";"";"";0.0831789;"";"";"";""
1135843;"Germany";"Burundi";"5";"228";"LDCs";0.174334;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Grundlegende Versorgung im Bereich Trinkwasser und Abwasser";"";"";0.174334;"";"";"";""
1135845;"Germany";"Tanzania";"5";"282";"LDCs";0.302036;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Grundlegende Versorgung im Bereich Trinkwasser und Abwasser";"";"";0.302036;"";"";"";""
1135916;"Germany";"Kenya";"5";"248";"LMICs";0.0801853;-0.0;"CAPACITY BUILDING AND EXPANSION OF MUTHAMBI WATER PROJECT / KENYA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Capacity Building and Expansion of Muthambi Water Project / Kenya";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Ausbau und Verbesserung der Wasserversorgung in Muthambi / Kenia";"";"";0.0120278;"";"";"";""
1136137;"Germany";"Kenya";"5";"248";"LMICs";0.0200463;-0.0;"RAIN WATER HARVESTING IN WEST-LAIKIPIA, KENIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rain water harvesting in West-Laikipia, Kenia";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Regenwassernutzung in West-Laikipia, Kenia";"";"";0.0200463;"";"";"";""
1136167;"Germany";"Egypt";"5";"142";"LMICs";2.15829;-0.0;"PROMOTION OF FURTHER TRAINING INSTITUTES TO SUPPORT DEVELOPMENT PROCESSES IN THE WATER SECTOR OF MENA COUNTRIES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Promotion of further training institutes to support development processes in the water sector of MENA countries";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Förderung von Weiterbildungseinrichtungen zur Unterstützung von Reformprozessen in der MENA-Region am Beispiel des Wassersektors";"";"";2.15829;"";"";"";""
1136207;"Germany";"Egypt";"5";"142";"LMICs";0.0085972;-0.0;"REFORM OF THE WATER SECTOR IN THE MENA REGION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the water sector in the Mena region";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Reform des Wassersektors in der MENA-Region";"";"";0.0085972;"";"";"";""
1136297;"Germany";"Lebanon";"5";"555";"UMICs";0.00510113;-0.0;"ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Environmentally oriented entrepreneurship in Arab countries";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Umweltmanagement in arabischen Ländern";"";"";0.00510113;"";"";"";""
1136352;"Germany";"Lebanon";"5";"555";"UMICs";0.00510113;-0.0;"ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Environmentally oriented entrepreneurship in Arab countries";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Umweltmanagement in arabischen Ländern";"";"";0.00510113;"";"";"";""
1136460;"Germany";"Egypt";"5";"142";"LMICs";0.0341055;-0.0;"IMPROVEMENT OF THE TECHNICAL PROCEDURES FOR THE CONSTRUCTION OF WATER PLANTS AND THE DEVELOPMENT OF SUITABLE TRAINING COURSES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the technical procedures for the construction of water plants and the development of suitable training courses";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"Verbesserung technischer Abläufe beim Bau von Trinkwasseranlagen und Entwicklung passender Fortbildungsangebote";"";"";0.0341055;"";"";"";""
1136557;"Germany";"Tanzania";"5";"282";"LDCs";0.0469499;-0.0;"SUPPLY OF DRINKING WATER FOR THE TUMAINI-SCHOOL, TANSANIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Supply of drinking water for the Tumaini-school, Tansania";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Versorgung der Tumaini-Schule mit sauberen Trinkwasser, Tansania";"";"";0.0469499;"";"";"";""
1136721;"Germany";"Uganda";"5";"285";"LDCs";13.3642;-0.0;"PROTECTION OF LAKE VICTORIA II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Protection of Lake Victoria II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2009-08-03";"2012-08-02";"";"2009-08-03";"";0.0;0.0;0.0;31411096.0;241550.0
1137390;"Germany";"India";"5";"645";"LMICs";0.0477103;-0.0;"CONSTRUCTION OF A TRAINING CENTRE FOR BASIC NEEDS SERVICES IN KENGERI/INDIA (DEWATS)";"Federal states and local governments";"11";"140";"Construction of a training centre for basic needs services in Kengeri/India (DEWATS)";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2009-06-01";"2009-12-31";"Further training measures at the training centre";"";"";0.0477103;"";"";"";""
1137442;"Germany";"Uganda";"5";"285";"LDCs";0.00334106;-0.0;"CONSTRCUTION OF SIX WELLS IN SIX VILLAGES IN UGANDA";"Federal states and local governments";"11";"140";"Constrcution of six wells in six villages in Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"2009-09-01";"2009-12-31";"";"";"";0.00334106;"";"";"";""
1138260;"Germany";"Tanzania";"5";"282";"LDCs";0.255257;-0.0;"CONSTRUCTION OF A SEWERAGE SYSTEM FOR ST. WALBURG'S HOSPITAL NYANGAO/TANZANIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Construction of a sewerage system for St. Walburg's Hospital Nyangao/Tanzania";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"National NGOs";"";"";"Bau einer Abwasserreinigungsanlage für das St. Walburg - Krankenhaus in Nyangao/Tansania";"";"";0.133642;"";"";"";""
1248340;"Germany";"Bolivia";"5";"428";"LMICs";0.000424927;-0.0;"MANAGEMENT AND IMPROVEMENT OF THE WATER-PURIFICATION INSTALLATIONS IN THE COUNTRY ACCORDING TO MODERN TECHNICAL STANDARDS.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Management and improvement of the water-purification installations in the country according to modern technical standards.";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Management and improvement of the water-purification installations in the country according to modern technical standards.";"";"";0.000424927;"";"";"";""
1248346;"Germany";"Bolivia";"5";"428";"LMICs";0.106856;-0.0;"BUILD-UP OF KNOW-HOW IN WATERSHED-MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"build-up of know-how in watershed-management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"build-up of know-how in watershed-management";"";"";0.106856;"";"";"";""
1248348;"Germany";"Bolivia";"5";"428";"LMICs";6.63999e-05;-0.0;"BUILD-UP OF KNOW-HOW IN WATERSHED-MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"build-up of know-how in watershed-management";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"build-up of know-how in watershed-management";"";"";6.63999e-05;"";"";"";""
1248352;"Germany";"Bolivia";"5";"428";"LMICs";0.0992473;-0.0;"MANAGEMENT AND IMPROVEMENT OF THE WATER-PURIFICATION INSTALLATIONS IN THE COUNTRY ACCORDING TO MODERN TECHNICAL STANDARDS.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Management and improvement of the water-purification installations in the country according to modern technical standards.";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Management and improvement of the water-purification installations in the country according to modern technical standards.";"";"";0.0992473;"";"";"";""
1248356;"Germany";"Bolivia";"5";"428";"LMICs";0.046357;-0.0;"TRANSFER OF KNOW-HOW FOR THE TECHNOLOGICAL UTILIZATION OF WATER-RESOURCES AND CONTRIBUTION TO THE BUILD-UP OF THE CORRESPONDING INFRASTRUCTURE.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Transfer of know-how for the technological utilization of water-resources and contribution to the build-up of the corresponding infrastructure.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Transfer of know-how for the technological utilization of water-resources and contribution to the build-up of the corresponding infrastructure.";"";"";0.046357;"";"";"";""
1248357;"Germany";"Bolivia";"5";"428";"LMICs";0.00547095;-0.0;"TRANSFER OF KNOW-HOW FOR THE TECHNOLOGICAL UTILIZATION OF WATER-RESOURCES AND CONTRIBUTION TO THE BUILD-UP OF THE CORRESPONDING INFRASTRUCTURE.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Transfer of know-how for the technological utilization of water-resources and contribution to the build-up of the corresponding infrastructure.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Transfer of know-how for the technological utilization of water-resources and contribution to the build-up of the corresponding infrastructure.";"";"";0.00547095;"";"";"";""
1248453;"Germany";"Tanzania";"5";"282";"LDCs";0.0844271;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Basic drinking water supply and basic sanitation";"";"";0.0844271;"";"";"";""
1248454;"Germany";"Tanzania";"5";"282";"LDCs";0.116727;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Basic drinking water supply and basic sanitation";"";"";0.116727;"";"";"";""
1248455;"Germany";"Tanzania";"5";"282";"LDCs";0.0677975;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Basic drinking water supply and basic sanitation";"";"";0.0677975;"";"";"";""
1248599;"Germany";"Egypt";"5";"142";"LMICs";0.00220432;-0.0;"IMPROVEMENT OF THE TECHNICAL PROCEDURES FOR THE CONSTRUCTION OF WATER PLANTS AND THE DEVELOPMENT OF SUITABLE TRAINING COURSES";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the technical procedures for the construction of water plants and the development of suitable training courses";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Improvement of the technical procedures for the construction of water plants and the development of suitable training courses";"";"";0.00220432;"";"";"";""
1248604;"Germany";"Egypt";"5";"142";"LMICs";0.0878274;-0.0;"ASSISTING IN ORGANIZATIONAL DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Assisting in organizational development";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Assisting in organizational development";"";"";0.0878274;"";"";"";""
1248615;"Germany";"India";"5";"645";"LMICs";0.00733001;-0.0;"INTEGRATED EXPERT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Integrated Expert";"";"";0.00733001;"";"";"";""
1248618;"Germany";"India";"5";"645";"LMICs";0.0147131;-0.0;"INTEGRATED EXPERT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Integrated Expert";"";"";0.0147131;"";"";"";""
1248624;"Germany";"India";"5";"645";"LMICs";0.0797404;-0.0;"INTEGRATED EXPERT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Integrated Expert";"";"";0.0797404;"";"";"";""
1248632;"Germany";"India";"5";"645";"LMICs";0.00791429;-0.0;"INTEGRATED EXPERT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Integrated Expert";"";"";0.00791429;"";"";"";""
1248943;"Germany";"Sudan";"5";"278";"LDCs";0.100376;-0.0;"THE EXPERT IS ASSIGNED FOR TRAINING AND LECTURING AT THE UNIVERSITY OF JUBA AT THE DEPARTMENT FOR WATER AND SOIL SCIENCES.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"The expert is assigned for training and lecturing at the University of Juba at the Department for Water and Soil Sciences.";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"The expert is assigned for training and lecturing at the University of Juba at the Department for Water and Soil Sciences.";"";"";0.100376;"";"";"";""
1249096;"Germany";"Tanzania";"5";"282";"LDCs";0.0879867;-0.0;"INTEGRATED EXPERT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Expert";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Integrated Expert";"";"";0.0879867;"";"";"";""
1249098;"Germany";"Tanzania";"5";"282";"LDCs";0.00408993;-0.0;"ESTABLISHMENT OF AN EFFECTIVE, EFFICIENT AND SYSTEMATIC OPERATION AND MAINTENANCE SYSTEM";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Establishment of an effective, efficient and systematic operation and maintenance system";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Establishment of an effective, efficient and systematic operation and maintenance system";"";"";0.00408993;"";"";"";""
1249100;"Germany";"Tanzania";"5";"282";"LDCs";0.0123893;-0.0;"CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Consultancy with regard to financial management of Zanzibar Municipal Council's waste and water section.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Consultancy with regard to financial management of Zanzibar Municipal Council's waste and water section.";"";"";0.0123893;"";"";"";""
1249103;"Germany";"Tanzania";"5";"282";"LDCs";0.077722;-0.0;"ESTABLISHMENT WATER CONSUMPTION MEASUREMENT SYSTEM AND REVENUE COLLECTION SYSTEM";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Establishment water consumption measurement system and revenue collection system";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector institutions";"";"";"Establishment water consumption measurement system and revenue collection system";"";"";0.077722;"";"";"";""
